Sample Annotation,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
Compound3141,6.882399644,6.965353488,7.081225392,6.88065672,6.827694304,6.162579689,6.674621734,6.760917335,6.935252994,7.009978858,6.997269131,6.763190208,7.066442363,6.798043446,6.899962321,7.021655152,6.887797413,6.637823805,6.676048665,7.093372555,6.840027919,6.90810751,7.072270788,6.981177316,6.721299516,6.678296357,6.597886158
Compound3538,5.66417615,5.819891616,5.701305981,5.551467984,5.753042418,5.576223204,5.78041596,5.587324775,5.785145584,5.802126664,5.907027155,5.835034909,5.329036703,5.901083923,5.715581817,5.564273823,5.608297932,5.62867856,5.725924845,5.829782002,5.662356326,5.808259234,5.526397301,5.954288601,5.715913673,5.827509085,5.722327186
Compound2888,6.815506033,6.982648488,6.961620419,6.877069957,6.990135242,6.579179552,7.064912469,7.105755707,7.081828564,6.830233977,6.759305924,6.953840034,6.988211316,6.901469867,6.987567495,6.835480997,6.813048087,6.819978105,6.995947548,6.873505015,6.896583913,7.000498688,6.94808356,6.88197238,6.739479461,6.707467742,6.925442469
Compound1275,6.948429034,7.531597638,7.296575271,6.806445263,7.07329096,7.037800659,7.058010829,7.455417284,6.997775039,6.971724629,6.905605816,6.696897882,7.296817059,7.188735385,6.992751465,7.16328594,7.160957868,7.005311061,6.714902691,6.842464946,7.046422168,6.931912573,6.939903176,7.140519896,7.132765245,6.74992991,7.271584441
Compound2623,6.812747519,6.820821082,6.686795789,6.87933054,6.846225157,6.817098565,6.783662742,7.048453174,6.905479074,6.760773649,6.794687655,6.736286913,6.660893493,6.651273653,6.849392143,6.675998178,6.696241274,6.740722297,6.847092489,6.794176564,6.790739406,6.824059916,6.709158553,6.767750789,6.765617188,6.659841913,6.689325501
Compound2818,6.966126175,6.819848384,6.766567337,6.866996465,6.746208978,6.901513239,7.057237308,6.900184876,6.847556041,6.685661154,6.725214156,6.830407722,7.029933074,6.778190676,6.458527686,7.008687186,6.90343621,6.708738837,6.940459665,6.878701849,6.752531401,7.091794631,6.99085891,6.825006232,6.84126628,6.887758363,6.924313913
Compound3391,6.629212152,6.781427033,6.938050902,6.870113885,6.936949616,6.665543078,6.850830414,6.814313461,6.778679669,6.892557727,6.879666391,7.00161146,6.919029543,6.914865581,6.901555257,6.697378598,6.935486275,6.88711925,6.871687443,6.769772381,6.875786251,6.801145864,6.639708129,6.850852716,6.656808848,6.956580956,6.759717236
Compound209,7.822659079,7.990424639,7.248234228,8.039763554,7.96396425,7.760402486,7.531221742,7.298890711,7.792547259,7.619953125,7.540252266,7.587460886,7.934581323,7.848406969,7.930552567,7.948039013,7.67073182,8.12057346,7.822973566,8.279552988,8.022858263,8.407751729,8.084003288,7.937598076,7.817930388,7.803312732,8.100306584
Compound1584,7.492175365,7.429712817,7.31687284,7.155708795,7.696076768,7.421495371,7.573589549,7.492578121,7.191222758,6.833267038,7.32115561,7.397783026,7.230409852,7.482049524,7.390066032,7.383316877,7.409768016,7.581651057,7.593352816,7.418675715,7.512772553,7.577469344,7.463217348,7.395698853,7.502721282,7.502180712,7.087943538
Compound2840,6.856037024,6.782701965,6.815881133,6.929987465,6.772037728,6.979394337,6.864932609,6.931921775,6.732977695,6.703399274,6.801560502,6.922369921,6.579600734,6.783462382,6.828898836,6.841183711,6.831097935,6.575458091,6.873822029,6.741001344,6.695073817,6.904440253,6.903146043,6.819274669,6.597898998,6.919067241,6.88350711
Compound2983,7.111734852,6.972364698,6.884141816,7.055430913,6.84984908,7.107400416,6.985092704,6.961036038,7.077319126,6.987925216,6.924870596,6.592237132,6.849065517,7.098775237,7.031346067,7.126473593,6.83657276,6.814705377,6.87865967,7.064819422,7.082182348,6.869354298,7.050736129,6.891526506,6.885389335,7.087841638,7.13684034
Compound1909,6.860565253,7.255306339,7.231137745,6.979996268,6.992754189,7.094508232,7.151389041,7.01288206,6.781966805,7.202532375,7.045270767,7.177331307,6.728487431,7.244560327,6.966633709,7.182775425,6.95721743,6.9557993,7.165355188,7.054969375,7.139679815,7.157040297,7.025104699,7.153797747,7.20550059,6.811998645,7.274138891
Compound2326,6.872410756,7.286494988,7.276280346,6.996157034,7.29837744,7.192177383,7.10608463,6.674254707,7.300384924,7.159653357,6.898508066,7.130005062,7.118580472,7.077725047,6.959005499,7.289346881,7.076616997,7.031727824,7.195167821,7.09585853,6.85527688,7.266026842,7.084974007,7.147830574,7.222975814,7.361914473,7.144531882
Compound3488,5.440246458,5.84478464,5.738318153,5.539728894,5.751195284,5.658214509,5.699131279,5.57362415,5.677577402,5.89399666,5.940991221,5.919278053,5.446667671,5.854073708,5.637116283,5.721744099,5.69451177,5.656488244,5.663500692,5.782215578,5.632689602,5.688924686,5.479181462,6.155320828,5.726239245,5.701725339,5.744614388
Compound261,8.488689186,8.399495982,8.64266177,8.471854988,8.186685056,8.449012302,8.523283544,8.434803766,8.637466743,8.363506213,8.073436972,8.312301807,8.539318559,8.557306666,7.995794413,8.30473978,8.520023854,8.491722081,8.146048292,7.568945728,8.513285664,8.197791336,7.683840442,8.651429543,8.743252157,8.286482817,8.519388438
Compound723,7.457657195,7.86672625,7.78042605,7.73028707,7.78169947,7.734887593,7.640192829,7.816345692,7.449690015,7.182128175,7.673546362,7.237161954,7.413365179,7.607116817,7.468968785,7.24289283,7.33426817,7.369350428,7.770074036,7.202563269,7.476335681,7.837341176,7.625351639,7.615752396,7.679639947,7.72,7.62085035
Compound2475,6.974841095,6.769565079,6.895424847,6.885730616,6.830686879,6.815189042,6.899962785,6.995344709,6.614738785,6.751489877,6.796319983,6.882843271,6.816805328,6.820355299,7.037508929,6.9702814,6.652071456,6.633179776,7.000358652,6.75559425,6.871511436,6.679224903,6.592547641,6.935496885,6.874162628,6.315169755,6.872588797
Compound2730,7.084187656,7.007048297,6.949626907,6.821825324,6.976363557,6.705583178,6.970944331,6.993896552,7.191905645,7.044754639,6.925743267,7.063229749,6.969904271,7.161026747,6.897428424,7.119344123,6.846072204,6.766637144,6.938722828,7.024807977,7.220561513,6.961975709,7.096420812,7.003616874,7.120763978,7.254103884,7.160694683
Compound3764,6.712056745,6.677370013,6.738302841,6.680662721,6.754329116,6.725140319,6.626200357,6.613936735,6.780382617,6.556641474,6.590264933,6.618974814,6.764499621,6.740553209,6.775163191,6.6140877,6.738278156,6.723632345,6.656815147,6.552761592,6.706528997,6.698165328,6.749529034,6.618301424,6.697735124,6.710261606,6.753836981
Compound1312,7.619824993,7.485768863,7.579511947,7.534865303,7.200812366,7.624290807,7.708433527,7.355294725,7.542974096,7.757188447,7.545667505,7.722632225,7.618223465,7.503575382,7.568508849,7.550017759,7.129565669,7.625190908,7.114243346,7.192995031,7.321119175,7.54642986,7.509041393,7.256908298,6.899369118,7.748569618,7.275079096
Compound2883,7.074882946,7.139194141,6.968969429,6.836935135,6.887087532,6.672726132,7.110464471,6.958777831,7.056792101,6.745192016,7.137377866,7.016137871,6.715677722,6.772218141,6.981672233,6.964000734,6.939519022,6.986497477,7.011982881,6.859847985,7.095718509,6.962004783,7.010955998,6.727709294,6.842735947,6.83773975,6.990577805
Compound3127,5.607045436,5.915544687,5.766796265,5.411506838,5.795715688,5.444156183,5.625960359,5.638059673,5.565551542,5.813349587,5.906917598,5.81559848,5.679278986,5.900527485,5.773679968,5.73162509,5.572924152,5.697624684,5.622825726,5.758439539,5.723440374,5.793232631,5.664743173,5.940113544,5.803193895,5.656692925,5.677996234
Compound1807,7.244386705,7.04502223,7.294024758,7.213079392,7.208873421,7.05426286,6.730932861,6.954705221,7.156420989,7.283296437,6.96723546,7.257515738,7.264191447,7.19441062,7.266875081,7.153162536,7.091365706,7.278389192,6.966817746,7.336821701,7.358437964,7.143397791,6.793496326,7.097819021,7.469617875,6.983698723,7.077408177
Compound2075,6.591745511,6.863819046,6.740313283,6.687893089,6.785543285,6.709465446,6.898682263,6.818061908,6.649176705,6.724488829,6.832695953,7.195711094,6.745120917,6.860312305,6.846219046,6.721621541,6.727651993,6.735131846,6.814776443,6.728248138,6.86635379,6.771092513,6.703611636,6.547094741,6.737550981,6.603678656,6.730342701
Compound2759,6.865489318,7.065734536,7.077322268,6.978437136,7.054464207,7.082296981,7.064762697,6.833670925,7.143956449,6.988118976,7.128034244,6.922328974,6.983231454,7.120028001,6.97826761,7.025210222,7.129866716,6.871108997,6.77306796,6.964327865,6.908198452,6.776673768,6.726624997,7.008344545,6.8612871,7.085612795,6.830671995
Compound527,7.469794937,7.567091151,7.449872978,7.392422267,7.460789846,7.369142026,7.562663481,7.600149304,6.407391762,7.160054147,7.446660076,7.680125588,6.890341602,7.454608093,7.593073225,7.408168223,7.378164473,7.855064819,7.494849472,7.207760059,7.374165514,7.421529477,7.529803934,7.00492427,7.41225616,7.40105313,7.404048314
Compound2402,5.460439557,5.664399875,5.553792652,5.662644503,5.83807198,5.53920343,5.650856378,5.637811386,5.747837124,5.849701937,5.91040104,5.912270347,5.552873988,5.89407865,5.662881683,5.800893881,5.678460237,5.771477933,5.744801757,5.689041993,5.804430167,5.690892719,5.653282397,5.877305094,5.781342066,5.719035296,5.681454822
Compound3581,6.786202686,6.795375203,6.851600032,6.768230223,6.799803993,6.857152076,6.73602811,6.721195364,6.763343734,6.787807189,6.62178629,6.823136429,6.664754252,6.812382229,6.786071643,6.80371937,6.756980508,6.729174712,6.663392629,6.659225953,6.818113003,6.809101976,6.765304313,6.82121504,6.762797654,6.761570125,6.757336431
Compound1115,7.086975347,7.083829577,7.12699089,7.161081711,7.074216192,6.72829587,7.141898039,7.209399396,7.232458782,7.040676865,6.776598912,7.615563934,7.094113932,6.919051492,7.037097662,7.027680594,7.135947217,6.880032459,7.153565365,7.224203738,6.990583322,6.959186774,6.936178769,6.854213867,7.036248223,6.788615342,6.840615319
Compound2047,7.417008498,6.917152161,7.11852309,7.228879112,7.405525249,6.777768919,7.307506589,7.24147464,7.441506895,7.46072391,7.480188667,7.492015987,6.746790465,7.337508462,7.06660241,7.267505779,7.044759636,7.335626911,7.213098975,7.465549377,7.070157015,7.18966864,6.945415111,7.222888553,6.7555236,7.343415756,7.382472103
Compound2384,7.026014817,7.091241526,6.889573387,7.33016446,7.091129237,7.184191686,6.999513932,7.188661789,7.12918241,7.134938111,7.247327819,7.094637498,7.240939032,7.098574699,7.103748069,7.111770932,7.181176481,6.81142404,6.557403242,7.06160512,7.178863925,7.01338837,6.68916743,7.31369237,7.176155715,7.013757833,7.136745313
Compound1679,7.302954555,7.308731491,7.12169279,7.255669079,7.351424314,7.423118642,7.061282473,7.266422928,7.102909443,7.215551764,7.089162596,7.364075979,7.217146381,7.387931356,7.488730498,6.99823179,7.387780343,7.347685261,7.480001007,7.414017971,7.43994147,7.303080386,7.347699397,7.160730798,6.974995722,7.440846941,7.325589507
Compound4128,5.760547205,5.73045701,5.796808509,5.569756816,5.88767012,5.630172045,5.747865172,5.538116183,5.772277659,5.730040794,5.947024109,5.833417659,5.754422577,6.008201266,5.761559086,5.67540667,5.673922171,5.777680901,5.66853323,5.749742732,5.698451755,5.571743765,5.616217333,5.979060396,5.426833716,5.740037111,5.795083355
Compound2968,6.896207873,6.882366014,6.806826311,6.728965249,6.941843106,6.776649608,6.662801621,6.929416746,6.94210259,6.856741695,6.831969557,6.911137576,6.998038989,6.988046289,6.886702735,6.717819451,6.829684151,6.76701597,6.845745815,6.904131986,6.73828316,6.928970103,6.655458828,6.945556616,6.937971657,6.868490727,6.725905368
Compound4129,6.270117396,6.188801088,6.351094043,6.532319377,6.371536829,6.34344215,6.443597687,6.18498213,6.264340808,6.368678137,6.365017179,6.372831116,6.293736494,6.528513603,6.297135749,6.270991337,6.373182069,6.371528405,6.156796949,6.427296674,6.373881213,6.41862444,6.330007886,6.318783336,6.344190493,6.462212993,6.398298742
Compound590,7.704192865,7.954172436,7.96845312,7.692804206,7.62532276,7.787426098,7.658229183,7.762810695,7.665043134,7.706840973,7.651597697,7.684266971,7.632319215,7.598826381,7.355276813,7.805653873,7.735976217,7.875137915,7.646274398,7.764197864,7.458107429,7.811889883,7.651721717,7.642646027,7.492334011,7.633486305,7.597042649
Compound1905,6.975567838,7.101708663,7.136260084,7.263351826,6.929176393,7.181388392,7.032917852,6.809581639,7.290708514,6.970561727,7.100886889,7.185732594,7.236169343,7.348731715,6.960418134,7.219976491,7.261969774,7.234958457,7.271623751,6.648473203,7.139303922,7.139093331,7.166067899,7.126258666,7.30046188,7.183816566,6.811486609
Compound563,7.73750636,8.061760284,8.114229933,7.981376805,7.85497778,7.379565376,8.019121145,8.039092647,8.137550173,8.019854373,7.94865804,7.946806292,7.748462167,7.693728816,7.947228102,8.135635492,7.643159568,7.887929712,7.729253527,8.10052889,7.981995,7.739407824,7.882164928,8.083578819,7.640168396,7.449668453,7.915644323
Compound967,7.171756799,7.426805749,6.946270488,7.376885539,7.106257572,7.311498275,7.177070912,7.209559415,7.089713037,7.436411336,7.448841377,7.410439676,7.681033913,7.226762186,5.850164959,7.547474619,7.220437653,7.089659166,7.343666535,7.186269759,7.284679046,7.405927879,7.641943228,7.150600437,7.313175489,7.440708253,7.235429458
Compound3983,6.513436944,6.496348009,6.444341818,6.525082352,6.440465763,6.374132658,6.582786906,6.5214375,6.614611001,6.26704717,6.621306943,6.540985379,6.621953875,6.546208561,6.367493223,6.422143255,6.505895443,6.701125634,6.540043581,6.31681609,6.582140343,5.954259242,6.36158411,6.583821076,6.60157358,6.53039498,6.341527384
Compound531,7.930775189,7.983367173,7.645375309,7.62244393,7.779486093,7.57729386,7.684185645,7.737436317,7.582333154,7.751307568,8.032708088,7.848760452,7.816362573,7.931561823,7.659126263,7.67074577,7.948700237,8.062000978,7.68710148,8.105253413,7.632437395,7.662872607,7.910034785,7.806179982,7.92762825,7.93795384,7.813759347
Compound1814,7.397069325,7.160701941,7.132126142,7.183368949,7.402127324,7.242598474,7.331096807,7.429403515,6.964911936,7.1951632,7.152819113,7.318208619,7.055192102,7.339964653,7.151675844,7.384813679,7.292444505,7.356497151,7.550357057,7.143892917,7.133514551,7.249823356,7.294925427,7.072808432,7.254879286,7.155010447,7.248293616
Compound2528,6.996864303,7.097759601,7.016007612,6.992049862,6.923082053,7.101729469,6.841939714,6.914976777,6.885312147,6.94895899,7.238550162,7.124143567,6.881217205,6.965809777,7.052595643,6.898302417,6.995103955,6.974745786,6.596304541,6.968540553,7.056490731,7.056356326,6.916919447,7.152465332,7.078287468,6.954195497,7.053001216
Compound2559,7.268899175,7.006417316,7.201399169,7.072819009,7.015854742,7.379095523,6.592654859,7.225165259,7.063992346,7.228941978,7.105165924,6.73464581,6.935401141,7.024962533,7.084067613,6.662147402,6.996107694,6.892541841,7.169851146,7.243040386,7.25657136,7.206412632,6.268292756,7.000972458,6.794195649,7.111190176,7.107738994
Compound3682,6.528587249,6.74218621,6.66578752,6.843509129,6.694213318,6.783261506,6.690054276,6.794380838,6.68626603,6.810936202,6.701692287,6.817113034,6.775544983,6.845059549,6.840607472,6.638479663,6.723042106,6.712842975,6.697042383,6.785429771,6.741419176,6.657565833,6.799276709,6.748531386,6.736727075,6.756409523,6.644373323
Compound2259,7.228572832,7.086583179,6.892787031,6.522788303,7.150942467,7.061830373,7.125247859,6.991861758,7.369458222,7.017925065,6.495283596,7.289280405,7.310700895,7.256580717,6.880424664,7.025198682,7.150036291,7.346175885,7.227054241,7.238480466,7.251880234,6.929801327,7.180124917,7.261874058,7.16363141,6.946169946,7.22408208
Compound2874,6.914118737,6.661150702,6.890639452,6.794681791,6.8886759,6.794104361,6.836801904,6.694039359,6.966644682,6.764061348,6.843500519,6.544996513,6.890964394,6.776157965,6.960229139,6.703883365,6.865338966,6.744311386,6.866386869,6.798762114,6.898475865,6.919715121,6.830734088,7.008551496,6.873272855,6.844703382,6.737766517
Compound3901,6.555101875,6.572660645,6.681301259,6.593153685,6.740865602,6.734972475,6.58673956,6.533266455,6.559754771,6.512790559,6.621243291,6.756731154,6.731903418,6.680224148,6.655760963,6.548501734,6.575808194,6.743917139,6.513138838,6.738250221,6.650870472,6.674424379,6.627321583,6.618035766,6.712030616,6.710240197,6.604749567
Compound1390,6.813354847,7.299185119,7.060558541,7.113795207,6.805385462,6.98632484,7.079743497,7.356648158,6.843344102,6.91520018,6.81871293,6.953417258,7.221280073,6.93064633,7.012045887,6.936521603,6.827014405,6.972839575,7.234206668,6.999356991,6.85145515,7.084751674,6.708973113,6.863422645,6.998660064,7.126710662,7.002746965
Compound1797,7.044290161,7.293441112,7.012165706,7.147440877,7.144486591,6.989767368,6.938828828,7.010432264,6.566804338,7.18339693,7.204222577,7.208427856,6.948405634,6.897585041,7.130077629,6.960591506,6.750526352,7.14487824,6.922495949,7.006792934,7.108016282,7.058581025,7.01797522,6.995611082,7.079376125,7.141707179,6.998297427
Compound1849,6.871050933,6.821584437,6.891161805,6.777204971,6.76805755,6.594991201,7.172339617,6.991722445,7.194662731,7.113002973,6.751588894,6.739739517,7.235214116,6.782129044,7.031102588,6.891580642,6.945558232,7.284529638,6.74501137,6.961605595,6.993425954,6.899693737,6.777207301,6.784044494,7.208087757,6.832373994,6.86393476
Compound3320,6.828514906,6.761323344,6.859705027,6.840739757,6.759865022,6.955776195,6.742966266,6.880347955,6.788754209,6.962384563,6.891724502,6.837230261,6.674736728,6.704322272,6.936471688,6.969878012,7.014095392,6.193211275,6.85635585,6.862062503,6.777205928,6.818602502,6.724429545,6.430977342,6.482677058,6.735863167,6.96969509
Compound3418,6.651917096,6.643940641,6.667023359,6.722985577,6.642106614,6.669653047,6.639372551,6.711461166,6.77576252,6.606319677,6.675920591,6.67933106,6.609326478,6.614440957,6.63837265,6.660843159,6.771580131,6.837621435,6.797921301,6.538484156,6.700033322,6.743281467,6.583517725,6.698185646,6.591093701,6.615243691,6.716050901
